Title,Subject,Description,Website,,,,
Strange Attractors: Accessible Switch Game,,"This is weird, and excellent. Single switch presses are all that's required (mimicks space bar). The developers say: Strange Attractors is an experimental, action-puzzler in which the player navigates through a variety of bizarre worlds by controlling the forces of gravity using an elegant and unique interface. Check The Map says: You could use this with someone building cause and effect, right up to someone understanding timing, scoring and more.  It's a lot of fun.  Try it.",http://www.ominousdev.com/,,,,
One Switch Accessible Games,,"There are soooooooo many excellent games here, each with their own description, that it would be crazy to list them all again on Check The Map, just click the link and read through.  Here you'll find such retro remakes as Frogger and Whack-A-Mole, alongside puzzles, timing games, shoot-em-ups and more. We highly recommend this site for single, two switch and two player games.",http://www.oneswitch.org.uk/2/switch-downloads.htm,,,,
Tux Typing: touchtyping download,,Another recommendation to add to the growing number of free touch typing games online.,http://tux4kids.alioth.debian.org/tuxtype/download.php,,,,
Alphablocks,,"Alphablocks is a series of adventures that invite you to have fun with words. The Alphablocks are twenty-six living letters who fall out of the sky onto an empty, white world and discover that if they hold hands and make a word, it comes to life. They learn as they go along and they're always ready to have a go, help each other out and make their own entertainment.

Alphablocks is really engaging for pupils of all ages who are learning to read. Its simple purpose is to entertain, while showing that wordplay can be a lot of fun. It is based on best-practice phonics teaching and it can help children develop engagement and confidence with reading and making words.

Every episode is different: there are songs, stories and games. The CBeebies Alphablocks website will feature all twenty-six episodes, with games that enable children to join in and make words to help the Alphablocks in their adventures.",http://www.bbc.co.uk/cbeebies/shows/alphablocks,,,,
The Plasma Screen and Whiteboard Room,,More FREE whiteboard curriculum activities than you'll get through in a year! Fantastic links to lovely resources designed to be used on your IWB. Search the resources by topic or key word to the left of the screen. Thanks to Sally Paveley for such a terrifically useful site.,http://www.whiteboardroom.org.uk,,,,
Explore Adult Learning,,ExploreAdultLearning a unique reference point on learning a new skill as an adult. Including expert advice on Adult Dyslexia.,http://www.exploreadultlearning.co.uk,,,,
Public Mailing Lists,,"This link takes you to a listing of all the public mailing lists concerned with education. They can be a very useful source of information on all sorts of issues connected with learning differently. For example here you'll find the SENCo forum, Multi-Sensory Impairment and Easyspeak.",http://lists.education.gov.uk/mailman/listinfo/,,,,
Teaching Children with Learning Disabilities,,"From Arizona, this has been recommended to CTM as a site containing brief information on APD, Aphasia, Dyscalculia, Dyslexia, Dysgraphia, Dyspraxia, SPD, VPD, memory problems, and a range of pointers on ways to assist children with specific learning disabilities. Thank you to Ashley from Amorita Charter School.",http://know-the-ada.com/t1/educating-children-learning-disabilities.html,,,,
Special School,,"This site was created to help teachers, parents and professionals understand the workings of a Special School for Children with Severe and Profound Learning Difficulties. The examples are taken from schools in Northern Ireland although the approaches may be common to Special schools in other areas.",http://www.specialschool.org.uk/,,,,
R-E-M,,"Largest independent distributor of special needs
educational resources for teachers and parents, pre-school to FE level",http://www.r-e-m.co.uk,,,,
Ninja Balloons,,A great game for introducing the mouse or learning to press and hold a switch with a partner.  Instructions are on the site so I won't go into them here.  Needless to say it's easy to play with a nice colourful screen and tons of levels.  Have fun.,http://www.ninjakiwi.com/Games/Bloons-Games/Bloons.html,,,,
Disability Disabled,,A website designed for children and adults who have impaired mobility or movement and to help in giving you what you need when you need it. Our aim is to make it as easy as possible for you to order the goods you need and get them to you as quickly as possible.,http://www.disability-disabled.co.uk/,,,,
Dyspraxia Foundation,,"We are a UK charity which exists to help people to understand and cope with dyspraxia. We are a resource for parents, for teenagers and adults who have the condition, and for professionals who help all of them.",http://www.dyspraxiafoundation.org.uk/,,,,
iansyst,,"iansyst Ltd are specialist suppliers of computers and IT solutions for disabled people of all ages. We have our own range of made-to-order PCs, and can also supply Apple Macs and a selected range of Notebooks. By arrangement with the VAT Office, we are able to supply computers VAT-free to disabled customers",http://www.iansyst.co.uk,,,,
"MyMGL - Educate, Empower, Employ",,"This site contains lots of advice, reviews, resources and free training downloads, as well as links to many other specialist disability services.",http://www.mymgl.com,,,,
Widgit Software,,"Widgit Software is the longest running Special Educational Needs software company in the UK. Its products are designed to develop literacy using pictures, symbols and words, particularly for learners who have a measure of difficulty in developing traditional orthographic skills.",http://www.widgit.com/,,,,
SIP - Symbols Inclusion Project,,"Widgit Software and Warwickshire Education Authority working together using symbols to create resources, to support inclusion in mainstream Primary schools for KS1 and KS2.

FREE Resources to download and use in your school!",http://www.widgit.com/SIP/index.htm,,,,
Dyslexic.com,,"Helping dyslexic people make the most of their abilities. We stock a wide range of software, gadgets, and other products for people with dyslexia, visual impairments and other disabilities.",http://www.dyslexic.com,,,,
Association for Real Change,,"ARC is a membership organisation, which supports providers of services to people with a learning disability all over the UK. Member's services include daytime & leisure activities, support to people in their own homes, residential services, training for employment, special schools & colleges, staff training and information and advice.",http://www.arcuk.org.uk/,,,,
Symbol World,,"Dedicated to the use of symbols, a wonderful site with tons of free symbol-supported stories, news, games, jokes",http://www.symbolworld.org,,,,
Free programs to download,,"Here you'll find downloads for Music Games, SEN Switcher, Talking Faces and a switch accessible CD Player. Excellent games, quick to download, for Windows PCs and Macs, and totally FREE!!!!",http://www.inclusive.co.uk/downloads/downloads.shtml,,,,
Direct Gov - Information for Disabled People,,"We're happy to help raise awareness of Directgov - a website that provides the public with a single point of online access to government services and information. 
The section for disabled people covers more than just benefits and disability rights - other topics include health, education, leisure and travel. 
The disability team working on Directgov want to ensure that the website delivers what people want. They have been in contact with Check The Map and invite you to visit: www.direct.gov.uk/disability You can email any comments to:directgov@dwp.gsi.gov.uk",https://www.gov.uk/browse/disabilities,,,,
Being Dyslexic,,"Dyslexia information, inspiration, advice & support.",http://www.beingdyslexic.co.uk,,,,
ECDL for Students courseware - accessible version,,"The European Computer Driving Licence (ECDL) for Students courseware by Aston Swann teaches the computer skills needed to attain this computer skills qualification. The accessibility version of the ECDL for Students courseware is specifically designed as compatible with Dolphin Computer Access products for pupils with visual impairments such as partial sight or visual dyslexia. The learning material is also suitable for people with learning disabilities and is used in some schools for pupils with special educational needs, autism and behavioural difficulties.",http://www.educatorsecdl.com/,,,,
Story Books,,This site links to lots of online books. Some with flash animations and sound; some have text read out. Unfortunately the site has pop ups and other links so students may need help navigating to the stories. Lots here for all ages and some lovely illustrations.,http://www.magickeys.com/books/,,,,
The Cat Came Back,,This link opens to a busy front page so look for the picture of the cat and click on it. You will then find a lovely little cartoon and song. Watch the cat thwart his owner's many attempts to get rid of it. Thanks to Richard Walter from Meldreth Manor School for recommending this.,http://www.flashplayer.com/music/thenewcatcameback.html,,,,
Mencap's Home Page,,Mencap is the UK's leading learning disability charity working with people with a learning disability and their families and carers. This huge site is packed full of valuable information.,http://www.mencap.org.uk/,,,,
SNAP Charity,,"Special Needs And Parents (SNAP) is a registered charity that supports Essex families who have children with any special need or disability.
The children's disabilities are very wide-ranging including for example autism, cerebral palsy, Down syndrome, sensory impairment, speech and language difficulties and learning disabilities.",http://www.snapcharity.org,,,,
The Rix Centre,,"The Rix Centre is an innovative new charity improving the lives of people with learning disabilities through the use of new media technologies.  The Rix Centre is committed to developing teaching and learning, research and multimedia production for people in the learning disability community.",http://www.rixcentre.org,,,,
Inclusive Technology - The Special Needs People,,"We supply software for many different areas of Special Needs including early learning, communication, older learners, across all areas of the National Curriculum and for Dyslexia. In our hardware range you will find hundreds of different access devices: touch monitors, switches, keyboards, roller mice.. you name it. Inclusive have a specialist team of advisors on hand to give you more information, training and consultancy.",http://www.inclusive.co.uk/,,,,
The Home Farm Trust,,"Our vision is to meet the hopes and needs of people with learning disabilities. To help us to achieve this, we offer a range of services including; supported living, registered residential care, day services, specialist services, supported employment, carer support service, transition workshops, advocacy, short breaks (respite care), Information Communications Technology (ICT) training and research.",http://www.hft.org.uk,,,,
Supporting communication through AAC,,"Communication is a basic human right, a need and a critical part of learning.

For some people communicating through speech is difficult, or slow to develop. Many people now use Alternative and Augmentative Communication (AAC) systems.

These systems supplement or support the spoken element in communication. There are different vocabularies and languages to choose from, so the individual can use the most appropriate system.

'Supporting Communication through AAC' is available to download from this site. It gives a thorough guide to supporting AAC users in all walks of life. Invaluable.",http://www.scope.org.uk/help-and-information/communication/aac-0,,,,
The Children's Trust,,"The Children's Trust, based at Tadworth in Surrey, is a registered charity providing special care for severely disabled children many of whom have particularly complex health needs.
We offer a unique combination of skills and experience in meeting all the complex needs of children with profound disabilities.",http://www.thechildrenstrust.org.uk/,,,,
Starfall - Learn to read,,"You'll find lots of interactive online games to help early literacy here, from letter recognition to non-fiction and comics. Aimed at younger children, different short activities are easy to work through with lots of fun animations. There are also many classroom ideas and activity sheets for teachers to download.",http://www.starfall.com/,,,,
United Response,,United Response supports people with learning difficulties and mental health problems to have the things they want and need in their lives. We are a national registered charity that works through local services.,http://www.unitedresponse.org.uk,,,,
The Foundation for People with Learning Disabilities,,"This is the biggest, most comprehensive website on learning disabilities/difficulties in the UK.  The Foundation for People with Learning Disabilities, works with people and their families to ensure they can use effective services, play a fuller part in communities and society, and enjoy equal rights. We develop projects and services that can be copied across the UK. In all our work we want to ensure that people with learning disabilities are supported in living as active citizens in the community, with real choices.",http://www.learningdisabilities.org.uk,,,,
Special Needs Kids,,"Special Needs Kids is an Information Directory and shopping site to help parents and carers of children with special needs. 
Information on products and services for special needs kids, events and campaigns, disability issues, support groups, respite care, clothing, equipment, toys, leisure activities and days out, holidays, where to go for help and advice, and much more.",http://special-needs-kids.co.uk/index.htm,,,,
Directory of Key Worker Services,,"A national directory of key worker services with information to
download about each service.",http://www.ccnuk.org.uk/metadot/index.pl?id=2192&isa=Category&op=show,,,,
Key Worker Standards,,"Key Worker standards which have been endorsed by the government
in the NSF, and by Early Support.",http://www.ccnuk.org.uk/metadot/index.pl?id=2191&isa=Category&op=show,,,,
Deaf 24/7,,"Deaf 24/7 An internet resource for all British Sign Language

and deafness-related information especially in the United Kingdom.

We are non-profit project and receive no outside funding for 
its maintenance.",http://www.deaf247.co.uk/,,,,
Fireworks,,"The premise is simple - clicking anywhere with your mouse (or setting a switch to emulate a left mouse click) will produce a satisfying and never ending stream of fireworks. Great for early, simple mouse / touch screen/ whiteboard work or paired activities between mouse and switch users. Thanks to May and Frank who have given permission for us add this link.",http://www.maylin.net/Fireworks.html,,,,
More fireworks,,"If you liked the previous fireworks link and want more, this is for you.  Same thing, more colours... Great for early, simple mouse/ interactive whiteboard / touch screen work or paired activities between mouse and switch users.",http://www.maylin.net/Fireworks2.html,,,,
"Art Rage - FREE, excellent art package!",,"This has soared to the top of my favourite freebies list. It's a small file to download and offers a fantastically simple art tool to explore the media of felt pen, chalk, oil paint, crayon and even a palette knife. Brilliant for touch screens, interactive whiteboards and early mouse skills, this will encourage creativity, choice making and group work.  Pictures can be exported to other programs when you're done. For PCs or Macs and highly recommended.",http://www.artrage.com,,,,
UK and Ireland Directory of Counselling and Psychotherapy,,An online directory listing thousands of counsellors and psychotherapists in the UK and Ireland.  Searchable on name and location.,http://www.cpdirectory.com,,,,
British Association for Supported Employment - BASE,,"BASE is the national trade association representing hundreds of agencies involved in securing employment for people with disabilities. The association aims to raise awareness of supported employment, represent the sector on a collective basis, inform members, and encourage best practice. BASE facilitates regional member networks and supports providers and employers by being a hub of information and good practice.",http://www.base-uk.org/,,,,
See Ability Information Service,,Website information resource on aspects of learning disability and sensory impairment.,http://www.lookupinfo.org,,,,
Drawn to Communicate,,"Are you looking for some images to help you make information easier to understand? Well, you’ve come to the right place. “Drawn to Communicate” has been developed with you in mind.  New Possibilities is a nationally respected and recognised company with expertise in supporting and bringing about positive change for both small and large organisations, families and individuals by using person centred approaches and techniques.",http://www.drawntocommunicate.co.uk/,,,,
Down Syndrome Education International,,"We help over 100,000 people in over 180 countries each year. Our activities include:
* Scientific research
* Information and advice
* Training and conferences
* Consulting and assessments
* Global outreach",http://www.downsed.org/en/gb/default.aspx,,,,
Uhad2bthere,,"Through this site I hope to bring together a searchable database of Charities, Organisations, Companies and Service Providers from all around the UK, to help disabled people, their families and health care providers, find just the right information and make contact with the people who can help them the most whatever their needs or aspirations.",http://www.uhad2bthere.co.uk,,,,
iSpeak,,Selective Mutism Advice and Support / A support group for teens and adults with Selective Mutism,http://www.ispeak.org.uk,,,,
Ginger Software,,"Ginger Software developed a ground breaking assistive software for people with Dyslexia and other learning
difficulties. The software uses context to correct, with the click of a button, whole sentences containing misused words and multiple severe
spelling mistakes.",http://www.gingersoftware.com,,,,
Dasher: Predictive Text Entry (Free Software),,"This is a new type of text input software.  Dasher can be driven by a trackerball, joystick, touchscreen, head/foot mouse, eye tracker... anything that takes the role of a mouse.  It allows users to record text quickly and intuitively, giving a completely hands-free writing system.  For more information, a demonstration and free download, visit the website.",http://www.inference.phy.cam.ac.uk/dasher/SpecialNeeds.html,,,,
EnorMouse,,"The biggest mouse cursor (6 x 3.5cm) available on the web, and it's free! Made by Chris Stringfellow for anyone with difficulty tracking the mouse pointer.  This is an excellent download - you'll find it by clicking the link and scrolling to the bottom of the page. You can change the colour once it's loaded by right clicking the icon in the task bar.  If you like it, be kind enough to email Chris and tell him.",http://www.fxc.btinternet.co.uk/assistive.htm,,,,
Signed Stories,,"This is a sensational resource for everyone. Full of signed, spoken, well known children's stories with music and sound effects too. Absolutely brilliant. You could use a variety of inputs (switch, eye gaze, touch screen or mouse etc) to start the stories too.",http://www.signedstories.com/,,,,
Stair Lifts Prices,,"A good site with infomation and help regarding 
StairLifts - it is laid out and the text is written in such a way that 
it is easier for people with learning difficulties to manoeuvre and understand.",http://stairliftsprices.org,,,,
MathsBuddy,,Helping Children of all abilities become better and more confident in maths - primary level,http://www.mathsbuddy.co.uk,,,,
ABC Mobility,,"ABC Mobility is a small business, offering a wide range of mobility products and services including scooters, wheelchairs, walking aids, bathing aids, chairs and beds to elderly people and people with disabilities throughout the Midlands",http://www.abcmobility.co.uk,,,,
Mr Picasso Head,,"We absolutely love this - create your own Picasso portrait by dragging and dropping with a mouse, touch screen or IWB.  Then authentically sign your masterpiece.  Massive thanks to Mandy Griffin of Southview School for sourcing this.",http://www.mrpicassohead.com/create.html,,,,
Art Pad - A good alternative to MS Paint,,"This needs a little intervention to get going but is accessible enough to warrant a link here.  Choose different sizes of paintbrush, text or paint bucket splodge to create your own beautiful piece of art with a mouse.  Helps to brush up (sorry) on your dragging and clicking skills.  If you like this, try Art Rage and Jackson Pollock Art, both linked to Check The Map. More thanks to Mandy at Southview School for another gem.",http://artpad.art.com/artpad/painter/,,,,
Oxfordshire Learning Disability Partnership Board,,Up to date information about what Oxfordshire is doing to make Valuing People happen in Oxfordshire,http://www.EasyWords.co.uk,,,,
Semantic Pragmatic Disorder Parents Support Page,,"The site aims to provides support, resources and information concerning semantic-pragmatic disorder--a language/communication disorder that is commonly found in children on the Autistic Spectrum",http://www.spdsupport.org.uk,,,,
Challenging Behaviour Foundation,,"The Challenging Behaviour Foundation exists to demonstrate that individuals with severe learning disabilities who are described as having challenging behaviour can enjoy normal life opportunities when their behaviour is properly understood and appropriately managed, and to support parents and carers through education and information to enable this to happen.",http://www.thecbf.org.uk/,,,,
Books For Disability,,"Booktrust is the national charity which aims to bring books and people together. 

As an independent charity, Booktrust can offer thoroughly impartial advice on finding the right books for the right person. 

Booktrust offers a range of booklists, publications and resources for schools, organisations and individuals, as well as coordinating a range of book prizes and national projects such as Bookstart.",http://www.booksfordisability.org.uk/,,,,
SCIPS (Strategies for the Creation of Inclusive Programmes of Study),,"This resource is aimed at academic staff and offers strategies
for promoting inclusive teaching, learning and assessment within Higher Education programmes of study.",http://scips.worc.ac.uk,,,,
South Cheshire College,,This item has moved.,../../Members/jwhite/southcheshirecollege,,,,
"Paradigm - Innovative Solutions, Creative Partnerships",,"We work with people with learning difficulties and their families, independent and statutory sector providers, Health Authorities and Social Service Departments, Housing Associations, Families, Regional and National Government in the UK and beyond.",http://www.paradigm-uk.org/,,,,
GL Jones Playgrounds,,"Special Needs Playground equipment and rubber safety surfacing - Manufacturing, design and installation. Every child deserves the right to play""""",http://www.gljones-playgrounds.co.uk/,,,,
Croatian Fairy Tales - Animated,,"These lovely stories use traditional music and beautiful ilustrations.  Where there is text it is clearly read out.  Navigating to the stories requires quite a lot of mouse control, though once loaded, some will just play through with no interaction required. On other stories students can explore pages and find different sound effects that help explain and give context. Worth a look.",http://www.bulaja.com/,,,,
Boohbah Activities,,There's no easy way to describe this site but i'll try: A wonderful collection of very colourful flash activities that interact with mouse clicks. A front screen takes you to lots of different things to explore and do. I like the synchronised blob dancing best. Go see. (Many thanks to Sarah Anderson and the pupils of Delamere School for recommending this).,http://www.boohbah.com/zone.html,,,,
Sarah Greenland Early Learning,,"This link takes you to three FREE excellent little downloads for programs to aid early learning:- K1 kaleidoscope demo, Pre Mouse and Touch Screen Mazes. They are quick and easy to download and make great little freebies for targetted ICT skills using switches, mouse and touchscreen.",http://www.sarahgreenland.com/downloads.htm,,,,
Storytracks - Exploring stories and poetry,,"Storytracks is an organization which helps people of all abilities and ages to listen to stories and to start telling and sharing their own stories. 


We believe that storytelling is one of the most important experiences we can offer people with severe communication difficulties, and that everyone has the potential to be a storyteller.

Storytrack workshops are designed for children and adults with severe communication difficulties, including: profound and multiple disabilities, learning disabilities, autistic spectrum disorders and specific language impairments.",http://www.storytracks.com/,,,,
Click 2 Go,,Innovative Products for People with Special Needs. This site gives details of specialised joysticks and switch-based devices. email contact: info@click2go.ie,http://www.click2go.ie,,,,
Centre for Studies on Inclusive Education - CSIE,,CSIE is the Centre for Studies on Inclusive Education. It is an independent centre working in the UK and overseas to promote inclusion and end segregation. CSIE is committed to working towards an end to segregated education. Inclusion means all. This commitment is based on human rights principles.,http://www.csie.org.uk/,,,,
Treloar Trust,,"The Treloar Trust is a registered charity and our purpose is to provide education, care and training for young people with disabilities. We aim to provide each individual with the support, confidence and skills to achieve the best that they can in all aspects of their lives. This specialist care is provided through Treloar School and Treloar College - centres of excellence which have established an effective, flexible, holistic approach to the education and support of severely disabled young people",http://www.treloar.org.uk/,,,,
DeafSign.com,,"www.deafsign.com is a new site, that offers a whole new approach to bringing the Deaf and hearing worlds closer together. The site has benefited from examples in other countries, such as the USA and provides information, contacts and discussion on issues related to deafness and sign language.",http://www.deafsign.com/ds/,,,,
Accessible Games Online,,"Accessible Single Switch Games
and Switch Activities

Arcess.com will soon be releasing new single switch games and activities for Mac and Windows. Until then members can still download our original single switch games - Alien Invasion, Ruby Ridge and Brickout. Designed for children and adults with disabilities, these games can be adjusted for players with a very wide range of abilities.",http://www.arcess.com/,,,,
The National Autistic Society,,"The National Autistic Society exists to champion the rights and interests of all people with autism and to ensure that they and their families receive quality services appropriate to their needs. This site includes information about autism and Asperger syndrome, and about support and services available in the UK.",http://www.nas.org.uk/,,,,
Horse Harmony,,"This is a bizarre and funny site, a horse quartet! Click on the horses to get them singing and click on them again to stop. Simple, great for practising early ICT skills and very entertaining.",http://svt.se/hogafflahage/hogafflaHage_site/Kor/hestekor.swf,,,,
Foundation for Learning Disabilities,,"The Foundation for People with Learning Disabilities, works with people and their families to ensure they can use effective services, play a fuller part in communities and society, and enjoy equal rights. We develop projects and services that can be copied across the UK. In all our work we want to ensure that people with learning disabilities are supported in living as active citizens in the community, with real choices.",http://www.learningdisabilities.org.uk/,,,,
One Switch,,"A resource of fun ideas, art and music and 'assistive technology', for and by moderate to severely learning/physically disabled people. ",http://www.oneswitch.org.uk,,,,
SEN Teacher,,"With the right specialised hardware, many standard video games can be played by anyone, no matter the disability. ""One Switch Gaming"" is especially interested in games playable with a single switch"" and in campaigning for accessibility features in all games. There are a number of free downloadable arcade games here which are quite advanced in that they require either rapid button pushes or fairly accurate timing. All are switch accessible naturally.""",http://www.senteacher.org/main/files.php,,,,
1 Voice,,"If you are a child, family or adult who uses a communication aid, a 
professional who works with alternative or augmentative 
communication (AAC), a valued supporter of 1 Voice, or just finding out more about AAC, you are welcome at this site. 1 Voice takes a family and social perspective on communication and recognises the great need for adult role models to inspire children and families alike. 1 Voice promotes families supporting each other to overcome the isolation that being unable to speak can bring.",http://www.1voice.info/,,,,
AbilityNet - Accessibility in IT,,"AbilityNet provides a wide range of services to individuals, professionals in the field of disability, employers and the public sector. AbilityNet is the UK's leading charity bringing the benefits of computer technology to adults and children with disabilities. The team at AbilityNet can advise you on specialist assistive technology for any disability and also send you information-packed Factsheets and Skillsheets.",http://www.abilitynet.org.uk/,,,,
Emptech -Accessibility Services,,"The team's aim is to provide continually updated information to those interested in enabling technologies. Developing reviews, linking to training and advice guides together with other resources",http://www.emptech.info,,,,
Practical Parenting,,"Practical Parenting Advice is a FREE  one-stop resource for parents and professionals wanting tips and support on child behaviour, development and family relationships.  It offers parenting tips, an online course, a bookstore, a child behaviour quiz, games and activities, and more.",http://www.practicalparent.org.uk/,,,,
Askability - NEW symbolised website,,"The Askability website was inspired by The Children's Society Solihull branch, after watching children at their project misunderstand the news about the war in Iraq. They decided that there was a need for a website which was presented entirely in symbol to enable children with learning disabilities to become informed about ongoing current affairs and also create a central forum for children to express their views and opinions.",https://www.askability.org.uk,,,,
Colour-se7en,,"Information on the subject of Asperger Syndrome and other Autistic
Spectrum related disorders, while at the same time helping to create more public
awareness on this little known and talked about subject.",http://www.colour-se7en.co.uk,,,,
Learn to use a Mouse,,"A simple set of activities to help older users practice mouse skills such as clicking, double clicking and dragging.  Bits can be played online, or you can download more activities if you wish.  Our thanks to Chris Brett from the Holbrook Centre for Autism for telling us about this link.",http://www.mouseprogram.com/,,,,
Poisson Rouge,,"Loads of wonderfully animated simple games with sound effects. There are jigsaws to make, pictures to colour, counting games and letter games in French and English, some simple mouse skills games, games that can be switch adapted if you use space bar and arrow keys... lots of recommendations to add this and our thanks to members of SENIT.",http://www.poissonrouge.com/,,,,
Learning Disability Wales,,"Learning Disability Wales (formerly SCOVO) is the collective voice of the voluntary sector in Wales and promotes the right of children and adults with a learning disability to have valued lives.  We: *** Work in partnership with other organisations, service users and their parents/carers *** Campaign to help children and adults with learning disabilities achieve valued lives *** Support the voluntary sector and its interests *** Provide and promote good practice *** Provide training and resources  
Operate an information service, including regular publications",http://www.learningdisabilitywales.org.uk,,,,
Philip's Large Cursors,,Clear large cursors for MS Windows platform - free to download for use on your PC. A wonderful range of cursor alternatives for students who find the standard range of cursors difficult to see. You can choose from a range of colours and all the icons are clear and very well thought out.  I'm using the red pointer set right now and it's excellent. Many thanks to Philip Henderson for creating this fabulous resource.,http://www.philip-henderson.co.uk,,,,
Dwell Click Free Software,,"This is an excellent and simple dwell clicker. Ideal for those who can operate the mouse pointer, but not the buttons. For example, users of a head mouse such as the Smart NAV can use this software to control mouse operated Windows programs.

You can:

    * specify the size of the target for users who cannot hold the pointer in one place.
    * change the length of time for a dwell to be accepted
    * turn sounds on or off
    * move the dwell clicker window around the screen",http://www.oatsoft.org/Software/dwell-click,,,,
The Stuff,,Website stuffed full of information about local activities and events for young disabled people in Derbyshire,http://www.thestuff.org.uk,,,,
Better Living Through Technology (BLTT),,"The standard keyboard and mouse on a computer present a barrier to many people with physical difficulties; the screen can be less than accessible for people with a visual impairment, and the complexity of software can deliver an environment that is difficult or impossible for users with learning difficulties.

Fortunately there are plenty of accessiblity tools, assistive hardware, specialist software and other adaptations available that overcome these obstacles. This amazing site has simple guides, help and how tos, accessibility tips, info and reviews. Personally recommended by the Check The Map team - you will wonder how you ever managed without it! Seriously.",http://www.bltt.org/,,,,
The Oaklea Trust,,"The Oaklea Trust supports people with disabilities through the provision of: A variety of Residential Accommodation, Community Support Services (Supported Living, Outreach & Domiciliary Care), Leisure Services, Staff Training & Employment Services (New Deal, Work Prep, Ability First and WorkStep). We currently operate in Cumbria, Lancashire, Co.Durham, Northumberland & Greater Manchester.",http://www.oakleatrust.co.uk,,,,
Stair Lift Experts,,"If you have physical disabilities as well as learning disabilities a stair lift or through the floor lift fitted in the home can often be the difference between independent living or live-in care. Stair Lift Experts are a family-run business based in Essex, setup to provide impartial advice, buyer’s guides and price comparisons.",http://www.stairliftexperts.co.uk/about/,,,,
Flower Garden,,Beautiful mouse/ touch screen / Smart Board / Plasma screen practise. Create your own flower garden! Thanks to Trish for recommending this to Check The Map.,http://www.procreo.jp/labo/flower_garden.swf,,,,
The Hesley Group,,This service has moved.  Please use the link below.,/Members/hesleygroup/thehesleygroup,,,,
Disability Grants,,"A directory of grants for the disabled.  It provides information on grants for disabled children, disabled adults,disability groups, disability equipment, holidays, and much more...",http://www.disability-grants.org,,,,
Scratch Programming Environment,,"This is a highly recommended free download for simple programming, drawing, interactive animations etc suitable for all ages.  You can make personalised switch programs full of sound and pictures that are very motivating.  Used by visitors to Check The Map for students working at P-Levels 8 and above. Accessible by every means and very addictive.  Many thanks to Chrissie Wilson, Chilworth House School for the recommendation.",https://scratch.mit.edu/,,,,
Comic Master,,"A wonderful resource for reluctant writers or anyone who just wants to make their own comic strip. The interface is a bit busy and requires click/drag or equivalent access, but if you can get around that, it's brilliant!",http://www.comicmaster.org.uk/,,,,
Online finger puppets store UK,,Finger Puppets are a great way to educate children with learning disabilities and Little Fingy makes beautiful hand knitted finger puppets for this purpose. They make cute children friendly puppets with which children can play and learn. It makes it much more interesting and easy for children to learn though puppet shows. Our finger puppets make it easier for parents and trainers / teachers to educate young children with learning disabilities.,http://finger-puppets.co.uk/,,,,
Help Kidz Learn,,HelpKidzLearn is a collection of free software for young children and those with learning difficulties to play online.,http://www.helpkidzlearn.com,,,,
Ghotit,,"Ghotit offers unique writing and reading online services for people with dyslexia, dysgraphia or people who are not native-English speakers.",http://www.Ghotit.com,,,,
Mouse Club,,"Another fantastic site where you can learn to use a mouse with animation, sound effects and some excellent games for mouse control, matching, spelling, number work...all sorts. Also has lesson plans and printable worksheets for  ICT, Maths, Literacy, Music, Art and PSHCE. Magnificent link - many thanks to Linda Armitage for telling us about it!",http://themouseclub.co.uk,,,,
Woodlands School ICT Games,,"This is a lovely collection of well thought out, educational games sorted by category: maths, literacy, science, memory and logic.  Students will need mouse or touch screen access for most games, though of course you can set switches to replicate mouse clicks. Useful finds include Magnetic Letters, for phonics and Alien Hangman is a little addictive.  This is a great site, recommended to Check The Map by Mary Dean.",http://woodlands-junior.kent.sch.uk/Games/educational/index.html,,,,
Mary Kitzinger Trust,,"Mary Kitzinger Trust, a charity set up for advancing and furthering education, training and research in the psychology of children with visual and/or other developmental difficulties.",http://www.marykitzingertrust.org/,,,,
Sex and Relationships Education Resources,,"Jemma and Jack Talk about Sex is available as a 130 slide
PowerPoint presentation, PDF or a spiral bound pack. The Education Pack
includes 2 puppets (Ethnic origins and sex can be chosen).
Jemma and Jack Talk about Sex focuses on the emotions involved in building
a relationship. Simplistic line drawings depict the physical side of Jemma
and Jack’s relationship and the decision making process involved at each
stage.",http://www.sreresources.com/,,,,
IpScene,,The Free Community Entertainments Website For IP1 - IP17. There are many community services listed here for people of all ages with learning and physical disabilities. A wonderful site. Thank you to Trudy and Alice for telling us about it.,http://ipscene.co.uk/?s=disability,,,,
SeeAbility Information Service,,Web site information resource on aspects of learning disability and sensory impairment.,http://www.lookupinfo.org,,,,
Supported Holidays Antequera,,"Supported Holidays Antequera provide holidays in Spain for people with disabilities. We are based in Antequera to the North of the Costa Del Sol, our fully inclusive package is tailored to meet the needs of the individual and includes return flights, accommodation in our family home or  a separate self catering villa, all meals, all activities, all evenings out, 24 hour care and support if needed plus many other things. You choose where you want to go, what you want to do and when you want to do it, it's your holiday.",http://www.supportedholidaysantequera.co.uk,,,,
The Life Coach Directory,,"Search for Life Coaches across the UK who work with people with learning disabilities, one to one, in groups and with those who support them.",http://www.lifecoach-directory.org.uk/search.php?search=learning%20disabilities&search_entire_site=yes,,,,
